City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Batu Gajah,MY,4.4692,101.0411,75.87,94,73,3.33,broken clouds
461,Tezu,IN,27.9167,96.1667,70.0,31,1,5.53,clear sky
462,Salinopolis,BR,-0.6136,-47.3561,81.88,79,74,12.17,broken clouds
463,Betare Oya,CM,5.6,14.0833,83.75,28,100,3.49,overcast clouds
464,Yushu,CN,44.8,126.5333,39.27,34,0,9.86,clear sky
465,Aljezur,PT,37.3191,-8.8033,57.79,91,1,7.25,clear sky
466,Badnawar,IN,23.0167,75.2167,83.07,13,0,4.03,clear sky
467,Hamilton,US,39.1834,-84.5333,72.0,30,1,5.59,clear sky
468,Cravo Norte,CO,6.3017,-70.2041,94.15,36,100,4.21,light rain
469,Carutapera,BR,-1.195,-46.02,82.17,79,100,8.7,moderate rain
470,Poum,NC,-20.2333,164.0167,78.6,76,80,23.6,broken clouds
471,Ranong,TH,9.9658,98.6348,77.59,87,99,2.71,overcast clouds
472,Narsaq,GL,60.9167,-46.05,41.0,81,90,4.61,overcast clouds
473,Sydney,AU,-33.8679,151.2073,66.2,88,0,7.49,clear sky
474,Balabac,PH,7.9868,117.0645,81.68,76,99,12.95,overcast clouds
475,Beringovskiy,RU,63.05,179.3167,-10.12,95,7,4.72,clear sky
476,La Palma Del Condado,ES,37.3861,-6.5523,69.8,60,0,12.66,clear sky
477,Avera,US,33.194,-82.5271,72.0,19,1,5.75,clear sky
478,Honningsvag,NO,70.9821,25.9704,33.8,93,75,5.75,broken clouds
479,Aldan,RU,58.6031,125.3894,10.53,96,100,4.09,light snow
480,Aland,IN,17.5667,76.5667,88.48,16,77,8.93,broken clouds
481,Moose Factory,CA,51.2585,-80.6094,37.4,75,1,11.5,clear sky
482,Bosaso,SO,11.2842,49.1816,78.49,64,11,2.71,few clouds
483,Mbandaka,CD,0.0487,18.2603,75.58,85,99,4.7,light rain
484,Evensk,RU,61.95,159.2333,11.64,51,100,27.2,overcast clouds
485,Vanderhoof,CA,54.0166,-124.0198,41.43,49,1,9.33,clear sky
486,Plettenberg Bay,ZA,-34.0527,23.3716,67.64,79,100,6.46,overcast clouds
487,Tacuarembo,UY,-31.7333,-55.9833,81.91,46,8,6.42,clear sky
488,Birin,NP,26.8865,88.0718,57.78,15,0,5.86,clear sky
489,Komsomolskiy,UZ,40.4272,71.7189,48.2,87,75,6.13,mist
490,Ambilobe,MG,-13.2,49.05,74.84,93,42,3.31,scattered clouds
491,Douglas,US,41.3,-96.167,82.4,32,1,12.66,clear sky
492,Kenai,US,60.5544,-151.2583,41.0,75,1,26.46,clear sky
493,Palu,ID,-0.8917,119.8707,75.7,92,100,2.13,light rain
494,Teacapan,MX,22.55,-105.75,83.03,43,5,11.07,clear sky
495,Launceston,AU,-41.45,147.1667,45.0,81,0,2.28,clear sky
496,Rosetta,EG,31.4044,30.4164,68.0,45,0,4.61,clear sky
497,Kiruna,SE,67.8557,20.2251,28.4,100,90,1.14,light snow
498,Tabas,IR,33.5959,56.9244,62.71,21,0,6.46,clear sky
499,Kyaikto,MM,17.3,97.0167,74.79,84,100,5.73,overcast clouds
500,Kota Belud,MY,6.351,116.4305,80.6,89,20,5.35,few clouds
501,Dickinson,US,29.4608,-95.0513,73.99,60,40,8.05,scattered clouds
502,San Juan,AR,-31.5375,-68.5364,85.77,32,2,7.54,clear sky
503,Gorodets,RU,56.6514,43.475,35.6,69,20,4.47,few clouds
504,Mango,US,27.9797,-82.3065,77.0,41,40,3.44,scattered clouds
505,Binghamton,US,42.0987,-75.918,59.0,37,20,16.11,few clouds
506,Saint Anthony,US,45.0205,-93.218,78.8,25,1,13.8,clear sky
507,Xinqing,CN,48.2333,129.5,31.71,51,100,3.67,overcast clouds
508,Abu Dhabi,AE,24.4667,54.3667,75.2,64,0,9.22,clear sky
509,Ornskoldsvik,SE,63.2909,18.7153,37.4,81,20,5.75,few clouds
510,Kruisfontein,ZA,-34.0033,24.7314,64.0,84,93,1.01,overcast clouds
511,Novikovo,RU,51.1537,37.8879,39.81,75,9,4.14,clear sky
512,Muros,ES,42.7762,-9.0603,62.6,51,0,8.05,clear sky
513,Kahului,US,20.8947,-156.47,71.6,100,40,17.27,moderate rain
514,Farah,AF,32.5,62.5,60.37,21,0,5.39,clear sky
515,Shellbrook,CA,53.2168,-106.4011,42.8,65,90,16.11,overcast clouds
516,Hutang,CN,31.5333,119.4833,44.6,93,0,2.24,clear sky
517,Atambua,ID,-9.1061,124.8925,72.43,93,100,10.27,moderate rain
518,Sterling,US,39.0062,-77.4286,70.0,24,20,11.5,few clouds
519,Areka,ET,7.0667,37.7,66.63,59,48,4.18,scattered clouds
520,College,US,64.8569,-147.8028,33.8,86,90,10.36,snow
521,Cheremukhovo,RU,60.3484,59.9851,31.8,99,100,1.9,overcast clouds
522,Lakatoro,VU,-16.0999,167.4164,79.5,86,98,10.25,overcast clouds
523,Tanggu,CN,39.0211,117.6469,51.8,54,0,2.24,clear sky
524,Honiara,SB,-9.4333,159.95,77.88,87,40,3.18,scattered clouds
525,Jiexiu,CN,37.0244,111.9125,47.08,45,99,3.49,overcast clouds
526,Herzberg,DE,51.6869,13.2202,43.0,61,19,5.75,few clouds
527,Grand Gaube,MU,-20.0064,57.6608,81.0,74,1,8.01,clear sky
528,Geraldton,AU,-28.7667,114.6,73.4,83,90,12.66,overcast clouds
529,Burnie,AU,-41.0667,145.9167,54.27,80,1,8.86,clear sky
530,Lapinigan,PH,8.4206,125.9825,72.28,98,100,0.49,overcast clouds
531,Litovko,RU,49.2361,135.1742,33.17,68,100,3.53,overcast clouds
532,Bumba,CD,2.1833,22.4667,77.43,71,72,2.42,broken clouds
533,Independence,US,39.0911,-94.4155,77.0,46,1,18.41,clear sky
534,Lincoln,US,40.8,-96.667,82.99,36,1,13.8,clear sky
535,Ternate,ID,0.8,127.4,80.19,82,100,7.07,overcast clouds
536,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.97,58,31,4.36,scattered clouds
537,High Level,CA,58.5169,-117.136,35.6,60,40,3.44,scattered clouds
538,Karratha,AU,-20.7377,116.8463,82.2,47,1,6.89,clear sky
539,Adrar,MR,20.5022,-10.0711,89.2,13,100,9.22,overcast clouds
540,Faya,SA,18.3851,42.4509,69.8,42,0,4.61,clear sky
541,Pudozh,RU,61.8099,36.5345,32.85,98,100,10.13,snow
542,Riverbank,US,37.736,-120.9355,61.0,54,1,4.61,clear sky
543,Price,US,39.5994,-110.8107,66.2,18,1,5.75,clear sky
544,Sao Jose De Ribamar,BR,-2.5619,-44.0542,80.6,94,75,4.61,moderate rain
545,Mahonda,TZ,-6.45,39.4667,82.4,78,20,13.8,light rain
546,Ondjiva,AO,-17.0667,15.7333,72.5,46,0,5.21,clear sky
547,Kirakira,SB,-10.4544,161.9205,79.3,86,100,4.43,overcast clouds
548,Hambantota,LK,6.1241,81.1185,75.2,88,0,2.3,clear sky
549,Bocas Del Toro,PA,9.3333,-82.25,73.0,46,99,13.0,overcast clouds
550,Tailai,CN,46.3833,123.4,43.45,34,4,8.9,clear sky
551,Tecoanapa,MX,16.5167,-98.75,86.4,49,0,10.94,clear sky
552,Guiratinga,BR,-16.3494,-53.7583,87.15,50,99,7.07,overcast clouds
553,Harnosand,SE,62.6323,17.9379,44.01,56,40,5.75,scattered clouds
554,El Alto,PE,-4.2714,-81.2147,89.6,48,20,12.66,few clouds
555,Khowst,AF,33.3833,69.8833,57.72,60,89,2.57,overcast clouds
556,Moissala,TD,8.3404,17.7663,90.46,22,13,4.81,few clouds
557,Mayumba,GA,-3.432,10.6554,79.86,88,99,8.61,overcast clouds
558,San Quintin,MX,30.4833,-115.95,67.84,60,5,16.37,clear sky
559,Lahij,YE,13.1667,44.5833,77.65,48,27,3.24,scattered clouds
560,Palmer,US,42.1584,-72.3287,57.99,24,40,10.36,scattered clouds
561,San Policarpo,PH,12.1791,125.5072,81.72,66,100,10.87,overcast clouds
562,Nisia Floresta,BR,-6.0911,-35.2086,86.0,70,40,14.97,scattered clouds
563,Wilmington,US,34.2257,-77.9447,73.99,23,1,4.61,clear sky
564,Minas,UY,-34.3759,-55.2377,79.0,73,40,12.66,scattered clouds
565,Luwuk,ID,-0.9516,122.7875,77.63,85,100,4.56,moderate rain
566,Copiapo,CL,-27.3667,-70.3333,73.4,49,0,10.36,clear sky
567,Dudesti,RO,44.9,27.4333,44.92,75,100,4.12,overcast clouds
568,Maputo,MZ,-25.9653,32.5892,75.2,60,0,5.75,clear sky
569,Saquisili,EC,-0.8333,-78.6667,51.8,82,90,16.11,light rain
570,Maceio,BR,-9.6658,-35.7353,82.4,78,75,12.66,broken clouds
571,Dukat,RU,62.55,155.55,-16.15,93,84,3.96,broken clouds
572,Voghera,IT,44.9947,9.0086,55.99,41,0,6.91,clear sky
573,Yeppoon,AU,-23.1333,150.7333,73.4,88,90,4.61,overcast clouds
574,Sept-Iles,CA,50.2001,-66.3821,39.0,64,90,10.36,overcast clouds
575,Killybegs,IE,54.6333,-8.45,48.2,87,90,16.11,overcast clouds
576,Tres Passos,BR,-27.4556,-53.9319,81.0,51,100,3.0,overcast clouds
577,Roald,NO,62.5833,6.1333,32.0,69,75,21.85,light snow
578,Kerema,PG,-7.9631,145.7785,77.92,81,76,5.59,broken clouds
579,Motygino,RU,58.1831,94.7592,31.39,99,100,2.89,overcast clouds
580,Zavyalovo,RU,54.5053,82.4484,24.8,74,0,4.61,clear sky
581,San Carlos De Bariloche,AR,-41.1456,-71.3082,75.99,21,0,12.66,clear sky
582,Borovskoy,KZ,53.8,64.15,33.01,99,100,5.91,overcast clouds
583,Palkan,PH,6.2964,125.0317,69.93,86,100,0.83,overcast clouds
584,Karasuk,RU,53.7377,78.0403,23.97,92,100,8.01,overcast clouds
585,Lucapa,AO,-8.4192,20.7447,70.63,78,100,1.52,overcast clouds
586,Dakar,SN,14.6937,-17.4441,75.2,64,0,13.8,clear sky
587,Manokwari,ID,-0.8667,134.0833,79.11,80,100,5.46,overcast clouds
588,Butterworth,MY,5.3991,100.3638,84.0,83,20,3.27,heavy intensity rain
589,Banda Aceh,ID,5.5577,95.3222,79.88,79,100,8.25,overcast clouds
590,Gat,IL,31.61,34.7642,62.01,67,0,7.83,clear sky
591,Kokoda,PG,-8.8785,147.7407,72.72,86,100,3.8,overcast clouds
592,Nefteyugansk,RU,61.0998,72.6035,41.0,60,0,8.95,clear sky
593,Luangwa,ZM,-15.6167,30.4167,71.2,68,5,1.01,clear sky
594,Gusinoye Ozero,RU,51.1144,106.2614,32.94,81,97,4.29,overcast clouds
595,Broome,US,42.2506,-75.833,59.0,37,20,16.11,few clouds
596,Viedma,AR,-40.8135,-62.9967,87.84,25,0,19.98,clear sky
597,Riviere-Au-Renard,CA,48.9957,-64.3971,30.2,93,90,6.91,overcast clouds
598,Qingyuan,CN,23.7,113.0333,71.01,77,75,6.71,broken clouds
599,Benguela,AO,-12.5763,13.4055,80.62,82,100,4.63,overcast clouds
600,Camacha,PT,33.0833,-16.3333,64.4,63,20,3.44,few clouds
601,Ust-Nera,RU,64.5667,143.2,-0.87,98,100,7.07,overcast clouds
602,Morgan City,US,29.6994,-91.2068,73.0,43,1,4.61,clear sky
603,Lapeer,US,43.0514,-83.3188,62.01,29,1,4.61,clear sky
604,Leticia,CO,-4.2153,-69.9406,87.8,62,40,5.75,scattered clouds
605,Razgrad,BG,43.5333,26.5167,35.47,99,100,1.41,light rain
606,Almaznyy,RU,48.0448,40.045,39.2,93,75,6.71,light rain
607,Saint-Augustin,CA,51.226,-58.6502,37.29,99,100,15.35,overcast clouds
608,Skibotn,NO,69.3913,20.2679,32.0,64,75,3.44,broken clouds
609,Sri Aman,MY,1.2376,111.4621,78.8,94,100,1.74,overcast clouds
610,Santa Maria,BR,-29.6842,-53.8069,81.12,50,100,6.33,overcast clouds
611,Suruc,TR,36.9761,38.425,51.8,62,0,14.97,clear sky
612,Slave Lake,CA,55.2834,-114.769,35.6,93,90,9.22,overcast clouds
613,Thongwa,MM,16.7619,96.5278,75.2,94,90,4.61,drizzle
614,Mongu,ZM,-15.2484,23.1274,70.41,49,4,6.29,clear sky
615,Marawi,PH,7.9986,124.2928,67.15,95,100,0.27,overcast clouds
616,Suez,EG,29.9737,32.5263,64.13,35,4,10.13,clear sky
617,Dalsingh Sarai,IN,25.6667,85.8333,75.7,5,0,1.63,clear sky
618,Tanete,ID,-3.9443,119.7848,76.77,92,99,4.97,overcast clouds
619,Swift Current,CA,50.2834,-107.8014,59.0,23,1,14.97,clear sky
620,Kiunga,PG,-6.1219,141.2906,71.24,96,84,1.66,light rain
621,Jieshi,CN,22.8134,115.8257,67.62,87,100,20.09,overcast clouds
622,Iskateley,RU,67.6803,53.1512,11.39,96,34,7.23,scattered clouds
623,Morant Bay,JM,17.8815,-76.4093,87.8,58,40,3.44,scattered clouds
624,Qasigiannguit,GL,68.8193,-51.1922,21.2,53,75,6.91,broken clouds
625,Samarai,PG,-10.6167,150.6667,81.97,79,44,3.67,scattered clouds
626,Lewiston,US,44.1003,-70.2148,57.0,22,1,17.27,clear sky
627,Porto Torres,IT,40.835,8.3972,57.2,88,0,5.75,clear sky
628,Prince Rupert,CA,54.3161,-130.3201,41.0,81,90,8.05,overcast clouds
629,Youkounkoun,GN,12.5333,-13.1333,96.46,14,33,4.09,scattered clouds
630,Sulangan,PH,11.1373,123.7228,81.7,72,95,16.58,overcast clouds
631,Paramonga,PE,-10.6667,-77.8333,75.33,72,55,10.16,broken clouds
632,Virginia Beach,US,36.8529,-75.978,73.4,23,20,11.5,few clouds
633,Merauke,ID,-8.4667,140.3333,79.12,84,100,3.4,overcast clouds
634,Port Blair,IN,11.6667,92.75,79.21,80,50,2.66,scattered clouds
635,Helena,US,46.5927,-112.0361,66.99,25,1,3.44,clear sky
636,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,93,90,13.8,mist
637,Gunnedah,AU,-30.9833,150.25,61.0,87,6,3.04,clear sky
638,Barra,BR,-11.0894,-43.1417,93.51,32,28,6.6,scattered clouds
639,Bathsheba,BB,13.2167,-59.5167,84.2,54,40,16.11,scattered clouds
640,Stege,DK,54.987,12.2846,44.01,100,100,26.87,overcast clouds
641,Coudekerque-Branche,FR,51.0229,2.3936,46.0,74,21,12.03,few clouds
642,Pascagoula,US,30.3658,-88.5561,72.0,33,1,4.61,clear sky
643,Fort Smith,US,35.3859,-94.3986,75.0,49,75,6.91,smoke
644,Belmonte,BR,-15.8631,-38.8828,86.0,74,75,5.75,broken clouds
645,Bacolod,PH,10.6667,122.95,77.95,81,99,10.31,overcast clouds
646,Batouri,CM,4.4333,14.3667,84.52,36,92,2.89,overcast clouds
647,Canton,CN,23.1167,113.25,73.0,37,100,8.88,overcast clouds
648,Hualmay,PE,-11.0964,-77.6139,75.78,70,33,10.89,scattered clouds
649,Wanaka,NZ,-44.7,169.15,52.09,81,1,8.95,clear sky
650,San Rafael,AR,-34.6177,-68.3301,80.35,40,100,15.43,overcast clouds
651,Chifeng,CN,42.2683,118.9636,43.83,25,8,5.88,clear sky
652,Havelock,US,34.8791,-76.9013,70.0,26,1,12.66,clear sky
653,Aswan,EG,24.0934,32.907,73.54,10,0,10.69,clear sky
654,Beyneu,KZ,45.3167,55.2,49.98,68,11,9.84,few clouds
655,Awbari,LY,26.5921,12.7805,79.23,9,12,13.13,few clouds
656,Khuzhir,RU,53.1939,107.3397,26.19,82,61,6.35,broken clouds
657,Portland,US,45.5234,-122.6762,57.0,58,75,10.36,broken clouds
658,Chalchihuites,MX,23.4833,-103.8833,77.11,20,29,4.81,scattered clouds
659,Kozhva,RU,65.1073,57.0459,19.27,97,83,2.1,broken clouds
660,Eyl,SO,7.9803,49.8164,81.01,74,8,9.17,clear sky
661,Kuusamo,FI,65.9667,29.1833,33.8,93,90,8.05,overcast clouds
662,Matara,LK,5.9485,80.5353,75.78,87,100,6.82,overcast clouds
663,Akdagmadeni,TR,39.6603,35.8836,47.07,61,37,13.78,light rain
664,Lokot,RU,52.565,34.5776,35.58,72,51,4.0,broken clouds
665,Adre,TD,13.4667,22.2,83.1,12,100,12.39,overcast clouds
666,Rorvik,NO,64.8621,11.2373,32.0,100,75,11.5,light rain and snow
667,Mancio Lima,BR,-7.6142,-72.8958,86.0,74,75,4.61,broken clouds
668,Byron Bay,AU,-28.65,153.6167,68.0,94,40,3.44,scattered clouds
669,Ojinaga,MX,29.5667,-104.4167,73.0,49,1,8.05,clear sky
670,Alberton,CA,46.8168,-64.0654,32.0,100,100,23.02,snow
671,Tadine,NC,-21.55,167.8833,73.51,70,3,16.26,clear sky
672,Islamkot,PK,24.6997,70.177,79.72,55,0,16.04,clear sky
673,Kilindoni,TZ,-7.9139,39.6668,82.06,76,76,12.37,light rain
674,Dudinka,RU,69.4058,86.1778,13.19,93,100,12.28,overcast clouds
675,Primorsk,UA,46.7348,36.3443,39.83,94,100,9.42,overcast clouds
676,Ngudu,TZ,-2.9667,33.3333,66.7,89,100,3.87,light rain
677,Arlit,NE,18.7369,7.3853,82.62,6,2,7.4,clear sky
678,Magan,ES,39.9683,-3.931,68.0,39,0,1.14,clear sky
679,Cap-Aux-Meules,CA,47.3821,-61.8597,35.6,100,100,19.57,overcast clouds
680,Puerto Wilches,CO,7.3483,-73.896,91.04,54,86,0.87,overcast clouds
681,Orlik,RU,52.5178,99.825,9.7,93,52,2.53,broken clouds
682,Ola,RU,59.5833,151.2833,13.03,71,100,7.49,overcast clouds
683,Rio Grande,BR,-32.035,-52.0986,80.6,61,40,19.57,scattered clouds
684,Jalu,LY,29.0331,21.5482,75.4,9,0,11.07,clear sky
685,Toora-Khem,RU,52.4675,96.11,23.09,96,19,0.94,few clouds
686,The Valley,AI,18.217,-63.0578,84.2,65,40,12.66,scattered clouds
687,Seguin,US,29.5688,-97.9647,73.99,60,75,10.36,broken clouds
688,Mogocha,RU,53.7333,119.7667,24.82,83,100,3.11,overcast clouds
689,Ngaoundere,CM,7.3167,13.5833,77.14,21,58,5.06,broken clouds
690,Anadyr,RU,64.75,177.4833,-13.0,77,0,4.47,clear sky
691,Semporna,MY,4.4818,118.6112,77.0,94,20,1.14,few clouds
